10000 40000
6739 5610 360
3312 7693 280
8302 2744 341
6189 9674 228
9487 2189 256
4026 3641 98
6848 8168 186
6818 9734 111
715 8699 352
525 5481 9
6754 9377 28
2197 1122 383
2729 3956 367
2538 7236 496
1906 2437 162
3473 1788 490
7509 8534 91
8834 4036 185
7483 5361 103
8862 5891 337
6209 8296 97
7115 6731 247
7061 2056 74
8889 1695 226
3105 2062 285
4197 2497 467
8936 7705 67
8392 4419 429
2921 794 352
4556 2562 408
4083 9312 238
9262 471 487
6566 6864 163
9136 6240 273
6715 5227 324
7093 8671 269
8263 2824 43
4575 5070 380
2063 7004 327
6873 4357 58
8124 6503 41
3029 6376 500
67 9060 457
3001 4112 81
7843 8967 188
4832 1803 424
5049 6877 454
7146 5725 462
118 2222 38
1756 3403 383
6210 3084 272
5830 2651 461
9285 4681 381
4819 511 476
9385 7872 494
2408 7252 2
2629 2920 140
8924 6255 265
9113 7571 343
3566 8475 317
8558 3249 44
9380 4367 246
2489 11 118
1414 657 291
413 8012 413
9637 5982 145
3097 7420 338
3586 2793 479
2394 9186 2
5987 2977 483
6841 245 269
6293 3466 321
350 9515 43
8308 2182 240
1282 7774 263
5100 7289 124
3875 8647 346
9061 3888 203
3774 6851 435
5686 9683 435
8126 3420 409
1377 3087 57
4486 9406 148
4506 8970 459
9645 8872 294
4619 9622 153
9299 1131 265
5416 5832 136
2160 8712 274
1251 9894 284
1790 1187 302
146 6497 92
2469 3297 178
5163 5159 5
9717 8379 227
55 8696 234
9475 9575 202
9591 6232 75
6110 7804 261
9401 6198 96
5591 6639 211
5177 2603 366
7056 7661 77
9962 2395 67
1580 3832 194
7490 4338 386
9634 7121 493
3605 2966 263
3045 1799 474
427 9923 488
1940 365 273
488 4640 294
5587 4791 371
5344 9042 18
3763 7518 440
9821 7437 468
6574 1541 354
3177 2750 415
2609 1295 486
7278 1924 7
9196 2222 289
4219 2988 40
6747 1792 128
8825 5067 284
6265 4879 389
2902 1397 353
1334 8144 486
5245 6786 211
8374 1133 436
6136 9137 343
1387 9128 263
4198 8679 145
2943 8765 312
5976 9989 440
208 7542 454
9405 6130 366
8672 8837 265
398 7686 480
7137 898 2
5253 1261 458
7210 856 478
8611 6398 349
2757 179 483
6557 8741 313
6670 9311 46
3938 7233 340
1954 8307 262
4818 9704 224
5924 1129 321
3535 7199 475
4744 5484 261
4659 1640 47
7644 213 128
7147 4498 478
8172 2521 319
7154 2932 442
5847 6060 177
6184 3778 23
1736 6544 390
818 1587 347
8324 5254 405
3044 7443 100
5874 196 287
2836 1754 126
4574 5578 489
6823 7893 365
4460 4635 44
901 2355 126
332 1481 80
614 6325 424
1616 3482 173
4582 7074 137
9208 4537 28
4538 5512 251
8740 1669 238
2434 5035 271
6355 2587 294
5737 5444 208
3794 6888 190
6459 6399 175
2222 144 122
1308 6730 414
7679 2805 121
545 6607 308
9745 8791 438
7364 8901 100
1611 5402 171
4910 9302 48
7781 3924 227
627 1149 81
8395 2150 37
7102 2997 396
3739 3805 160
5663 697 171
4405 2289 396
6014 2658 111
1890 4288 32
7690 3133 132
1694 656 352
5049 1630 164
404 8854 241
4980 3376 283
1114 3324 277
1105 8966 209
1163 2664 298
3005 9584 125
3568 3523 114
4127 2293 406
7936 5903 33
8509 4435 120
8550 2625 344
4533 388 245
1672 2746 308
1131 7203 325
2151 8127 64
643 4101 500
3156 1842 45
6943 3727 474
9304 8175 248
1395 4997 100
2713 9997 164
381 2208 304
7942 7801 382
6454 3576 382
5125 3592 231
3907 6840 393
5995 2618 246
4235 5108 28
2589 6315 245
7255 885 301
342 7137 288
1297 7108 405
2053 672 199
341 2877 267
5152 8254 297
6783 1238 166
7749 6783 418
6079 8452 477
4360 3305 227
9138 6960 236
3985 2763 477
3503 4658 175
903 7510 2
1093 9491 319
380 6177 432
3853 9837 171
1415 2792 229
2853 210 354
6852 208 331
8870 4333 219
9399 5992 91
738 6704 241
8383 7454 58
4572 9180 4
1557 4776 422
9575 8406 287
5920 3590 458
9554 7542 246
8744 7724 353
7600 4550 314
4226 7565 31
7674 6095 16
4722 6691 459
6550 6874 202
2294 3985 326
7059 5554 64
7140 7764 148
5036 6904 42
8989 8519 345
4122 2428 205
7937 7810 72
9681 4087 50
1132 6919 84
7437 8854 51
3286 1872 159
3207 9070 124
3797 1540 53
1384 7831 392
3743 3489 368
2032 7362 278
6339 6903 370
8258 2673 274
7949 7531 295
1863 5159 243
5894 1116 423
1065 44 242
2161 4508 101
4810 5909 349
3061 9022 161
1637 2443 197
9343 5345 423
1948 8321 313
5819 799 364
7970 8616 29
3280 4326 56
2392 6104 493
1448 7654 360
976 6443 128
5370 6887 179
9668 5374 246
2461 3082 90
1776 3945 376
4756 5775 209
8838 9436 357
3612 4934 373
6018 7816 64
5179 9661 0
2896 7610 239
7273 8040 268
6704 4296 453
3413 5276 166
7100 6696 490
7154 9449 267
5007 5703 195
7425 5799 450
9087 2753 327
5041 9952 455
5659 3264 90
2482 6400 275
6937 358 485
1896 3199 132
7953 2222 455
4452 2202 224
2405 2663 413
1954 7589 342
4029 6325 247
2086 294 123
6646 7768 184
1796 6451 13
4890 4435 295
5501 204 28
4556 3340 117
2449 6347 140
9022 2527 224
5956 5497 251
4707 4376 271
1532 4750 252
51 8634 168
777 167 346
9661 4443 291
9640 5851 489
766 4904 168
9965 7516 95
419 3530 179
5491 9678 131
1518 7947 274
7613 8981 8
993 9968 454
1469 7609 120
5741 3588 147
6702 5111 7
1246 210 72
5886 4032 324
6428 2920 93
8878 5069 370
3367 1950 164
208 3147 312
7489 9404 246
9924 3173 247
2215 706 155
9352 8596 261
5707 8726 49
6870 7505 230
8130 5117 443
2294 4590 496
4075 976 137
6262 5942 463
7244 1762 379
9901 3411 39
3208 2734 294
2499 966 429
4978 4459 163
4321 5707 215
3623 8255 288
8798 6989 137
2911 4760 105
3489 1844 1
769 3439 109
7116 4988 337
1340 385 197
9026 869 155
8615 9112 169
86 2769 312
7753 121 8
5315 8682 330
7816 6222 157
5594 9421 493
756 2686 471
9184 1684 248
1774 5558 422
3335 4006 267
8985 4410 381
9210 1709 495
4051 7675 160
696 5882 33
3357 5609 258
8368 6290 269
5104 2194 410
941 6287 246
4165 8063 384
478 2476 238
2753 5598 295
9707 9413 278
5775 5086 46
6340 6176 358
9462 4692 230
2177 7560 486
9934 65 34
2886 6246 316
8952 9404 242
3285 104 156
3734 4430 31
7233 2977 346
450 9387 19
6836 1549 350
6331 4991 118
3250 779 178
9735 1614 369
8741 5783 451
121 1528 81
9197 8488 267
6084 3893 25
9356 636 74
7836 9449 298
3102 8622 428
9801 2064 77
6472 4016 205
5247 9856 222
4992 6902 468
68 3444 148
9749 1791 340
4939 4181 423
4297 333 412
133 357 82
412 8549 324
1839 2366 215
1543 3693 288
1576 2836 360
2138 554 99
610 1396 148
3675 4697 196
5036 1915 54
6476 3393 199
9411 7334 218
3568 4943 455
3466 2470 162
6243 1989 45
683 2626 146
5902 9098 40
937 9597 305
5893 8010 35
9657 5192 308
4706 7483 465
2533 1890 174
4909 8991 441
4435 5870 325
5590 786 325
120 6650 138
3692 5006 260
1360 1119 152
1136 4179 337
690 4250 280
3964 1847 130
4809 602 396
4559 1628 256
7128 1949 5
9230 4170 347
366 7141 215
8916 9375 365
7886 2376 318
8004 959 274
6485 6496 59
5136 8860 88
7157 8922 452
1024 2065 161
5599 1271 404
5503 2128 453
4639 1793 50
7666 7351 112
7444 6503 46
4797 8522 461
4122 8707 148
9883 4389 136
2957 7580 486
4599 2535 331
2405 4584 303
9585 7317 453
2234 6663 376
3661 9462 343
6368 1559 133
5782 618 35
8771 791 472
4287 6368 242
9027 2834 404
9422 3344 304
5917 9014 351
3492 6899 71
8064 4297 439
3123 7802 67
8113 9043 82
6275 4588 96
200 9304 359
9748 5149 446
9240 6478 416
3530 1003 221
3863 7789 447
9924 450 204
9716 3192 130
7474 2265 89
8400 6071 40
8065 8373 25
9559 8562 186
6610 3600 427
2114 1589 160
923 1463 30
3371 848 462
7687 3350 371
9299 531 369
2827 4534 204
5678 7399 85
9238 4661 304
1816 9830 267
7916 6006 268
8044 2036 79
1650 2878 207
8301 3556 232
4370 4107 191
4936 3668 339
9821 8880 288
5460 5069 60
8900 6748 421
7964 5321 189
9939 8429 267
3794 930 480
8571 6766 234
7105 3077 230
1604 234 403
4346 4953 240
417 4417 157
5827 5915 415
3513 1568 245
6498 5481 394
9914 6963 59
9445 6233 111
1145 741 7
234 4522 438
7382 9662 62
9958 8001 166
9356 7857 137
1700 5212 376
4616 3180 8
8903 5787 380
9992 1406 287
9244 5594 39
9549 978 142
9961 6818 92
8456 4531 110
9952 2960 301
5759 9519 307
407 919 29
6624 3372 230
2124 6714 379
8454 2264 400
9694 2594 498
8843 2057 457
979 5355 318
4807 7660 207
9928 914 345
4001 4257 289
1759 9659 219
578 375 317
9446 412 404
8667 753 421
2107 6192 221
7118 9028 272
5655 3423 237
4387 7945 96
8485 7022 365
5411 56 169
8091 6420 21
2287 3357 69
5420 7681 211
6732 7905 257
7303 8987 21
7413 7892 62
8510 5792 264
4515 7536 289
1410 46 368
3909 3355 448
1976 2928 199
4257 7187 2
3728 7363 364
8804 7872 250
8020 4359 195
1011 2514 419
3832 8677 281
9658 6236 201
9106 3625 414
2924 3501 470
4562 1214 432
9901 8908 219
298 5868 401
7133 3496 260
1539 9563 143
392 8661 313
3294 9824 266
7761 1495 1
2829 6637 381
2726 5358 260
9383 9631 212
3673 4038 450
1682 5191 425
5877 4261 310
9927 6779 300
8730 4767 375
6378 1420 280
9311 2727 109
9765 8234 41
3032 2180 233
8730 5905 485
5105 326 28
8481 8173 107
6371 7109 334
1541 1316 448
3759 2851 389
78 8397 284
5160 8798 169
9761 3973 109
9968 4859 129
7336 9187 315
3157 4130 127
4867 331 290
9236 8165 90
4442 3237 164
2901 3323 143
2895 1836 44
616 6539 245
7996 4593 105
393 3922 374
1731 6739 256
2540 1832 307
3797 5937 192
7746 9878 21
502 6206 5
6190 3681 118
6582 7801 188
772 7494 499
8405 2108 186
3265 479 407
3879 9912 364
7820 3279 180
3860 7283 303
4870 3395 488
6521 9603 179
581 519 289
1679 3061 383
4149 2180 250
3675 2067 3
6640 2907 353
1790 933 166
9631 5573 14
7256 1468 423
4350 6298 485
1532 4290 258
6390 525 52
2546 738 284
3729 533 66
7946 1679 167
5022 3443 461
2114 1754 373
2237 4600 100
1732 8772 153
2881 8570 55
7456 2391 239
9040 9279 109
4258 9898 171
7520 3026 413
3614 4509 409
5780 3603 28
3367 5080 82
6218 3992 48
6243 5919 260
251 3638 402
2716 4682 447
3925 5256 75
2537 7852 95
2000 4546 174
3473 7300 422
3840 2692 344
7465 8812 73
1011 1666 192
5640 9600 55
4729 6503 135
817 3661 375
5550 2614 207
7659 8238 145
4825 4104 433
4300 7334 496
3930 8136 28
3820 8754 137
2520 7490 73
585 2625 55
5897 6042 97
204 8610 151
4692 462 17
6118 9209 62
5282 7223 171
2179 2176 404
2214 9314 10
5421 5710 44
8220 7894 363
8253 9115 63
4893 2788 279
8517 4258 22
7153 4280 189
1803 9068 335
7459 4531 157
4635 1297 144
6526 6123 386
6148 9227 361
2158 8840 266
3252 9112 116
3730 5234 469
4144 3821 229
2867 7644 154
5107 342 118
1153 2409 78
242 9396 130
9690 7930 56
5869 7232 441
2779 8482 356
7604 2375 266
3860 4246 271
5735 6514 234
279 3847 435
8919 4517 481
3432 7015 294
6368 5424 186
5870 9310 62
8878 2433 91
7984 5727 107
5003 7233 455
3080 2694 140
6760 2022 209
8742 3250 143
3175 8389 285
754 3185 29
5481 2502 288
5840 7614 17
2036 3003 393
6443 6917 427
2350 1525 129
6661 7416 495
1243 839 180
2284 3797 113
291 3722 27
4279 2520 417
35 3978 156
1301 1524 322
2059 1137 147
5529 7230 337
5743 1478 191
9181 9805 100
9873 3577 192
1983 2871 487
144 4760 480
4197 9513 494
3466 2476 380
2806 6409 340
685 2611 46
2085 9978 137
4954 4198 224
25 8961 109
2920 287 387
7990 3944 373
1045 1068 70
8605 9290 173
1171 6189 442
7384 4741 197
3176 4707 359
678 9035 21
7018 3385 193
30 5445 16
2655 7457 221
8326 2255 329
6662 1918 247
9814 9976 167
2977 3718 393
9666 3488 464
1416 3505 167
7907 9860 99
6317 3856 285
2146 3244 18
2970 1492 210
659 3903 307
1524 8583 227
5015 5945 322
5655 6580 299
1377 8955 155
7018 6934 141
4804 2720 3
352 6473 59
7362 5088 142
8854 9360 58
6884 5340 219
6592 7198 154
8672 8957 442
4300 9960 285
6364 6805 30
6374 2071 388
5292 8782 27
8101 6636 254
7204 5708 355
2940 4445 93
5797 5583 219
9033 461 326
3319 9837 118
2765 898 409
4186 816 455
8967 863 298
3087 9760 497
3788 2191 443
1128 1522 459
4983 5746 445
7784 3857 15
5514 1502 308
3720 8116 422
6377 9102 268
8793 3175 429
5692 9297 158
2279 9488 28
647 6517 472
6239 4303 37
4135 831 298
2014 6366 123
7850 8001 46
7777 9485 79
8233 2604 195
1158 829 336
4000 963 186
16 81 481
6204 1557 94
6121 519 432
3237 4138 115
7300 4202 245
4443 6764 357
2842 4365 223
9907 3797 246
8219 7022 299
6454 5054 313
3217 4083 482
8280 4976 462
6049 7327 4
7261 1092 55
7929 4583 314
3369 6493 82
3177 9778 364
4286 6627 484
3928 3182 138
8818 1362 194
7833 4913 104
348 1828 440
9350 5628 442
2602 273 233
3406 7171 446
2194 7027 31
3961 9962 500
6616 3780 394
5465 7796 392
9892 865 205
7393 7628 214
3091 7914 108
2171 7887 323
6072 8872 480
2279 5805 390
2163 2284 429
5324 1186 236
823 7801 281
1416 9779 445
1249 5779 339
7135 3864 188
926 4553 477
7088 4402 424
6732 6358 181
3329 7836 189
5538 840 80
6051 9797 320
5674 9670 405
3371 1556 333
1465 1728 328
8855 1446 96
5004 5888 174
1990 9787 171
5534 8391 186
6177 5246 475
9810 2542 129
1362 1653 244
3088 6952 481
9688 5210 209
3675 3533 206
1969 221 304
2582 3160 300
7531 1127 105
4325 822 122
5725 4470 347
5832 819 159
9331 671 298
8955 8074 8
65 3654 388
4696 297 11
778 1821 66
7779 850 197
8385 8723 148
6760 650 331
5411 5697 219
3051 7074 1
4368 3518 467
6449 3157 471
4617 1857 465
2670 9745 413
7143 5493 59
8932 3001 275
5694 5126 481
5592 9885 69
8636 5557 452
8560 9092 104
1148 7714 188
6237 9320 101
6038 8092 173
4139 5652 179
5786 9045 410
8965 2535 24
1884 8604 417
5094 9486 273
9153 194 178
1910 1905 164
3805 9961 396
782 4574 73
6306 2680 31
8165 544 91
7844 4264 132
1160 410 493
5566 667 468
5628 646 390
5053 5517 12
6093 4307 403
7700 8768 42
9965 4495 214
1697 5257 303
213 9302 206
5970 2846 114
8841 1881 227
862 9902 297
9496 9565 140
2567 9351 324
2566 2760 458
9849 8015 353
1014 3325 77
1489 403 67
3332 1247 136
1036 9151 411
1216 5072 200
4352 7577 17
6076 6945 472
4301 4296 395
8179 3304 140
2721 6892 29
3325 7158 147
1514 3572 310
6569 8123 342
2629 2886 192
9644 5591 206
9828 8501 476
8916 1987 154
9212 4291 453
4267 725 153
5040 6500 328
7083 8773 174
6201 457 363
6070 3276 386
6288 5407 74
3993 599 55
7076 6808 420
8681 3589 118
9299 2225 277
6372 8468 234
6527 2834 244
467 3784 197
3913 488 494
885 8603 154
1701 2284 143
8924 5521 486
6124 7303 465
3637 3164 238
559 7593 17
2657 1502 202
5466 7378 44
4989 3544 82
2516 5971 111
1570 2251 39
8718 6283 284
5725 5233 427
8858 1219 160
7847 7601 101
1478 2970 467
2365 5292 116
8392 8110 14
2451 6141 298
4355 8928 422
6441 5697 399
4852 9049 434
2981 1648 439
2774 7715 184
881 205 306
8928 7112 211
9047 4271 198
3566 7869 361
5401 3727 105
3429 29 243
4173 2430 436
2552 577 198
7376 4425 388
9029 7074 50
3588 4249 303
9420 6408 477
914 1978 115
7156 8217 360
7688 8064 457
2141 1742 330
1681 2684 132
6494 2241 316
9209 9182 354
5386 678 476
5520 7019 262
3171 6551 383
4380 7506 485
5492 1127 289
8532 7077 413
9447 4648 346
2681 4141 295
4214 7574 135
6643 8086 307
5363 5814 113
4101 6811 332
6482 1744 447
1676 1437 9
1278 4880 388
6953 1689 107
6266 8859 408
3616 6192 74
3933 4019 473
6325 3744 136
9587 1522 457
771 7466 215
2854 7795 225
5727 3472 171
8063 582 102
4293 809 152
9083 7522 222
9729 1645 451
1225 7713 9
9767 1713 110
8330 6694 493
3768 5928 48
7767 9159 411
6474 5862 207
6558 7455 64
4084 3861 414
1777 8735 442
7820 468 423
5398 9750 217
812 9906 59
7343 6057 377
1919 9077 333
2510 6419 172
3818 7086 305
2009 663 291
4861 6635 295
3744 1528 46
948 2969 213
240 2354 392
1061 4009 325
3232 817 105
7002 133 408
5649 4227 477
9570 6619 189
9650 2332 23
3661 3641 354
7419 7070 78
3699 9993 55
6980 1442 355
1869 3024 98
7829 8270 319
9758 4068 26
1602 138 480
3254 5664 166
8687 3851 311
6658 6154 279
9260 5142 446
9557 6117 63
6742 381 187
4195 377 395
6760 850 257
1446 6713 222
3929 1435 476
8074 8185 238
2879 3865 119
6636 5243 299
3503 5303 275
5742 7001 99
9742 357 86
5372 5835 179
1954 8830 322
1977 8776 286
9413 8061 304
2328 5669 195
2188 3568 77
2412 1897 28
9140 9118 237
8645 8047 438
2373 466 143
5470 7756 184
3160 3445 44
4893 7086 20
7641 3684 369
1968 3000 429
2318 9614 390
2009 4999 168
5143 9912 206
3168 2682 236
4631 1095 150
3649 7934 246
2574 2509 416
3259 3232 400
6776 7561 16
7503 2982 452
5540 4095 469
9223 1347 459
6310 5741 357
2611 542 40
9404 8925 474
3655 6386 364
6538 8266 23
1650 466 66
7323 6550 219
5085 6248 172
4756 7080 165
8238 6975 441
8812 1853 241
8736 3691 477
6452 719 285
1770 3651 174
7865 9851 481
7271 5991 37
2894 9885 256
1863 142 248
3839 3732 416
8513 2329 233
3 1805 263
6796 1559 436
8260 8000 172
634 879 112
7606 6416 346
4005 2597 313
9800 5538 443
7565 9710 314
6022 5882 358
9678 354 50
2631 8022 278
8774 5539 72
1754 1482 427
2378 3862 301
9525 8220 76
1605 7374 227
2398 3440 240
1113 222 114
1707 7309 18
6931 4179 211
1504 7184 436
6359 6957 249
3938 8880 345
75 8073 178
4077 5643 314
1526 1987 86
6165 883 197
3491 3964 271
9299 6075 370
3053 4412 203
9713 1591 69
1 9514 436
8094 339 401
4738 3706 189
1816 6805 329
6690 2212 63
1235 7457 331
2845 8584 5
7272 9464 362
959 2731 125
3480 7894 162
9712 8025 9
7401 6811 488
9751 7993 88
9397 7512 34
4725 9298 362
1471 2505 64
6231 7541 400
6955 1556 70
7820 6145 437
2404 6872 474
2651 2988 80
2201 5003 43
4609 3561 250
6769 99 69
1180 6249 64
9993 8983 77
610 1320 489
6748 652 394
5952 8415 105
94 2778 331
4739 790 162
9908 4586 421
8511 2941 463
6615 5724 230
8979 1391 161
9211 1697 29
8636 7535 194
1700 5806 259
9819 9571 319
2556 7096 98
1872 6877 441
4990 9537 340
4413 1890 198
2653 7354 59
7509 7593 162
8602 9200 23
6666 7992 349
3073 7141 392
9305 6262 259
163 3109 123
9659 9973 326
5031 2135 358
7639 9485 76
8445 1407 121
9321 4281 428
2627 964 397
6942 1896 290
7734 2917 36
9793 6218 212
4359 7723 109
3178 6037 438
2732 5236 231
5445 400 232
6297 6017 469
883 9897 274
9149 9839 427
6102 1116 300
7053 7801 485
1538 2394 11
5597 4694 487
9097 7506 70
2259 5709 167
9205 9473 458
7668 4817 478
8269 1766 2
5724 587 221
8141 23 285
3335 9866 308
3112 3563 243
9997 5988 310
3823 5309 30
8371 3579 137
204 4010 184
6339 1400 133
5411 5859 202
8744 9602 349
8829 8540 81
3252 2545 33
5755 3703 310
6704 5281 376
5490 5002 296
2095 1832 140
6412 4450 394
4911 9915 88
2868 9456 404
3509 1076 103
5858 2426 462
4772 8133 90
2075 4038 423
2545 3172 175
8575 7447 201
2014 7986 7
979 2499 31
444 9113 459
5911 5960 29
9277 2182 252
6441 7541 320
9555 800 383
4092 2472 393
3903 1050 141
4752 2079 300
7119 9089 468
1342 3492 140
7538 231 186
6626 2563 440
4837 3358 221
9375 3116 450
6200 818 19
8254 7650 355
1491 5715 40
11 6495 107
9313 850 335
4814 8886 44
7753 1946 107
740 3088 92
3249 3849 171
7717 741 42
6985 404 208
280 9043 190
3163 9247 438
2365 9086 498
2834 975 423
3319 5754 187
7155 5305 168
2896 7910 359
7795 4189 316
6886 8754 472
8014 6176 72
7828 143 196
3639 7158 363
9692 3258 436
9351 4885 310
9559 9140 29
6839 9234 93
8461 3387 432
5957 8617 29
1532 1895 293
9752 4956 76
6129 7248 332
573 8675 417
1986 8451 205
5876 551 231
8417 8821 464
2198 85 427
2758 7644 200
3544 8487 254
8769 8734 459
4789 6478 299
8434 1297 19
1586 3307 147
1629 6411 116
5862 7167 419
5904 9366 189
4257 626 23
4642 7120 471
2277 5784 365
8264 1851 36
3807 366 384
1170 1003 329
3466 7653 336
6109 6291 25
6672 9796 74
212 1835 374
1125 959 303
6243 5188 486
6510 4089 313
9597 9718 41
7398 6810 236
7103 5920 219
7427 6448 304
2401 9589 162
8407 5571 309
2373 3713 257
8095 5102 15
9941 4079 168
4410 7230 72
3935 2365 373
2991 7681 305
2008 1121 21
4297 5629 52
9570 8160 177
8953 2159 111
8289 7791 434
6035 3819 257
7709 7419 0
3301 4096 178
2736 2089 498
5191 2321 326
9372 4434 65
5800 3228 55
1415 6348 381
9743 9131 280
1816 5658 325
2199 2636 491
3230 8571 370
3302 8050 380
7782 3075 36
9899 3159 339
8070 7872 236
3509 6480 356
4798 326 193
3002 8911 78
2596 3464 91
4868 9026 174
5562 4180 132
7110 7569 261
9798 1775 419
6827 3416 384
7180 9709 380
7755 8059 125
5836 4124 247
5369 4505 265
284 901 125
8644 9395 258
1374 446 285
5216 5788 146
2758 9243 411
1832 1423 295
4695 6684 278
9458 2825 345
3153 352 488
8283 9851 444
6331 4231 196
734 5099 129
9086 8844 486
4222 5017 245
202 2400 423
3944 2788 318
4657 3782 420
9648 947 246
7832 2188 63
5102 3626 486
5260 3733 18
2714 4091 443
7078 7039 139
8351 6039 275
6205 3021 224
9439 8480 39
3880 9823 54
7632 5889 483
6380 7253 347
7513 2436 79
8617 2818 50
2741 8734 393
2707 9575 265
191 9648 230
692 9357 265
1887 2858 329
8202 5363 183
1684 1962 19
1561 916 32
1117 8361 82
1984 3689 493
2908 5441 160
3213 9610 298
6413 6058 277
4683 7660 403
3754 6112 288
6905 8975 14
6528 364 347
6039 3571 90
5472 3048 139
6677 8961 140
1363 3675 262
2772 7928 344
3599 3250 374
7774 8820 95
2241 1986 316
6770 8969 141
8002 9769 292
2450 1851 98
5810 1615 117
96 9512 470
7459 1363 404
2270 1308 8
5119 1793 396
9046 1861 180
2192 1155 216
3956 8375 60
9097 8552 428
3013 3147 304
9759 9946 380
8060 928 410
469 7330 488
6829 8298 79
6561 9134 422
4588 5173 218
1114 7676 197
4114 8574 274
8955 1448 231
7794 446 39
5145 4510 438
8401 3522 452
4820 1795 486
4023 1888 10
4254 6908 307
2326 9227 99
7306 7705 240
8247 9705 88
3606 3505 416
1797 1715 273
7876 1739 394
233 9426 65
2641 4859 77
2904 8595 164
5053 9141 22
6504 8104 255
7270 5920 193
5424 8426 187
4565 527 323
626 8985 421
7508 5770 445
1384 3713 56
4874 4319 344
2018 2511 436
7818 838 450
2794 7757 227
2951 52 424
3437 5136 485
1369 362 270
4388 3273 44
7937 3759 85
29 4640 335
5469 1337 237
7134 3632 480
4639 5461 198
